01,47,02,48,03,49,04,50,05,51,06,52,07,53,08,54,09,55,10,56,11,57,12,58,13,60,14,61,15,62,16,63,17,64,18,65,19,66,20,67,21,68,22,69,23,7-,24,70,25,71,26,72,27,73,28,74,29,75,3A,76,3C,77,3E,78,3G,79,3J,80,3L,81,3N,82,36,83,37,84,38,85,39,86,40,87,41,88,42,89,43,90,44,91,45,93,46,94
0.4237,0.5553,0.4475,0.6591,0.3315,0.4706,0.5739,0.4635,0.1543,0.3332,0.6198,0.385,0.194,0.6741,0.4474,0.6502,0.6009,0.4732,0.7154,0.629,0.5382,0.4587,0.4374,0.5882,0.3188,0.5012,0.5361,0.5717,0.5571,0.4,0.2987,0.5205,0.7349,0.7001,0.6111,0.474,0.5754,0.6549,0.5747,0.685,0.4,0.4,0.5994,0.4,0.6683,0.4,0.4,0.487,0.4,0.6409,0.4548,0.4319,0.6226,0.1701,0.5325,0.3168,0.4615,0.5507,0.5287,0.4864,0.5508,0.6036,0.3502,0.3929,0.6228,0.5943,0.5881,0.6392,0.5362,0.5911,0.5048,0.64,0.5903,0.7522,0.5842,0.4359,0.4686,0.5966,0.4584,0.4,0.4446,0.5944,0.4297,0.4382,0.5411,0.4,0.6207,0.4,0.5204,0.4,0.4675,0.4,0.5247,0.4
