01,47,02,48,03,49,04,50,05,51,06,52,07,53,08,54,09,55,10,56,11,57,12,58,13,60,14,61,15,62,16,63,17,64,18,65,19,66,20,67,21,68,22,69,23,7-,24,70,25,71,26,72,27,73,28,74,29,75,3A,76,3C,77,3E,78,3G,79,3J,80,3L,81,3N,82,36,83,37,84,38,85,39,86,40,87,41,88,42,89,43,90,44,91,45,93,46,94
Maine,Ohio-Northern,Massachusetts,Ohio-Southern,New Hampshire,Tennessee-Eastern,Rhode Island,Tennessee-Middle,Puerto Rico,Tennessee-Western,Connecticut,Illinois-Northern,New York-Northern,Illinois-Central,New York-Eastern,Illinois-Southern,New York-Southern,Indiana-Northern,New York-Western,Indiana-Southern,Vermont,Wisconsin-Eastern,Delaware,Wisconsin-Western,New Jersey,Arkansas-Eastern,Pennsylvania-Eastern,Arkansas-Western,Pennsylvania-Middle,Iowa-Northern,Pennsylvania-Western,Iowa-Southern,Maryland,Minnesota,North Carolina-Eastern,Missouri-Eastern,North Carolina-Middle,Missouri-Western,North Carolina-Western,Nebraska,South Carolina,North Dakota,Virginia-Eastern,South Dakota,Virginia-Western,Alaska,West Virginia-Northern,Arizona,West Virginia-Southern,California-Northern,Alabama-Northern,California-Eastern,Alabama-Middle,California-Central,Alabama-Southern,California-Southern,Florida-Northern,Hawaii,Florida-Middle,Idaho,Florida-Southern,Montana,Georgia-Northern,Nevada,Georgia-Middle,Oregon,Georgia-Southern,Washington-Eastern,Louisiana-Eastern,Washington-Western,Louisiana-Middle,Colorado,Louisiana-Western,Kansas,Mississippi-Northern,New Mexico,Mississippi-Southern,Oklahoma-Northern,Texas-Northern,Oklahoma-Eastern,Texas-Eastern,Oklahoma-Western,Texas-Southern,Utah,Texas-Western,Wyoming,Kentucky-Eastern,District of Columbia,Kentucky-Western,Virgin Islands,Michigan-Eastern,Guam,Michigan-Western,Northern Mariana Islands
